ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1527821790	لین دین	layn dayn	dealings, business, relations, give-and-take	4	n. m.																													
1527818180	لباس	libáas	clothing, costume, clothes, dress	4	n. m.																													3
1527813948	لحاظ	liháaz	viewpoint, point of view, attention, care, consideration, politeness	4	n. m.																													2
1527818943	لیاقت	liyaaqát	qualification, merit, deserving, value, fitness	4	n. m.																													3
1527813992	لمر لوېده	lmar lwedú	sunset	2	n. m.																													2
1527813986	لمر پرېواته	lmar prewaatú	sunset, west	4	n. m.																													2
1586447467856	لمر څرک	lmar tsrák	rising of the sun	3	n. m.																													2
1527813984	لمر	lmar, lamár	sun	4	n. m.																													2
1527813987	لمرخاته	lmarkhaatú	sunrise, east	4	n. m.																													2
1709563920211	لمر خاته	lmar khaatú	sunrise, east	4	n. m.																													2
1527814401	لوبونی	lobawúnay	toy	2	n. m.																													2
1527811402	لوبځی	lobdzay	playground	4	n. m.																													2
1527811403	لوبغالی	lobgháalay	stadium	4	n. m.																													2
1527820547	لوفر	lofár	sketchy person, thug/punk/not-involved-in-good things and sitting around	4	n. m. anim. unisex																													3
1590826056861	لوهار	loháar	blacksmith	4	n. m. anim. unisex																													3
1591804443889	لوژ	lojz	loge, private box seat	2	n. m.																													
1527813335	لولکی	lolakáy, lolkáy	bumblebee; state of depression, blues; ommision	3	n. m.																													3
1527811925	لولۍ توب	loluy tób	prostitution	4	n. m.																													2
1610557059621	لوبان	loobáan	frankincense, incense	4	n. m.																													2
1527813846	لوګی	loogáy	smoke	4	n. m.																													3
1675280804994	لومړیتوب	loomReetób	priority		n. m.																													2
1527822869	لوټ مار	looT máar	robber, raider	4	n. m. anim. unisex																													2
1527822873	لوټ میری	looT méeray	robber chieftan, gang leader	3	n. m.																													2
1527822874	لوټ پاټ	looT páaT	robbery	4	n. m.																													2
1527823063	لوټه مار	looTa máar	mallet, tamper (agriculture)	2	n. m.																													2
1527814481	لوښی	lóoxay	dish, pot, jar, utensil, cutlery (often plural)	3	n. m.																													3
1708911460956	لوښي	lóoxee	dishes, pots, jars, cutlery (plural of لوښی)																															3
1527819233	لوی څارنوال	looy tsaaranwáal	attorney general, public prosecutor	3	n. m. anim. unisex																													2
1527820548	لوپر	lopar	sketchy person, thug/punk/not-involved-in-good things and sitting around	4	n. m. anim. unisex																													
1527812864	لور	lor	side, direction	3	n. m.																													
1527813466	لور	lor	sickle	4	n. m.																													
1579107472039	لوړ	loR	stake, picket	3	n. m.																													
1527814519	لوری	lóray	side, direction	3	n. m.																													2
1527816635	لورغی	lorghay	a lamb given to a shepherd as a form of payment	2	n. m.																													
1527821532	لوست	lost	vomiting, nausea	2	n. m.																													
1527822868	لوټ	loT	banknote, currency, paper money	4	n. m.																													
1527816389	لوظ	loz, lauz	promise, word, word of honor	4	n. m.																													3
1588760593222	لوز	loz	promise, word of honour (لوظ)	3	n. m.																													2
1527813492	لږی	luGay	minority	4	n. m.																													2
1527822508	لغت	lUghát, lughát	word; (w/ plural: words, vocabulary, speech, dictionary)	4	n. m.									لغات	lUgháat																			3
1674386880683	لږوالی	luGwáalay	lack, having little of		n. m.																													2
1610445525049	لکنت	lUknát, lukánt	stammering, stuttering	3	n. m.																													2
1527811829	لم	lum	fatty tail, but of sheep	4	n. m.																													3
1527819494	لمسون	lumsóon	provocation, temptation, instigation	3	n. m.																													2
1589884418392	لنډون	lunDóon	shortening, shortness	4	n. m.																													2
1527821463	لنګ	lung, lUng, ling ??	loincloth, bathing trunks	4	n. m.																													2
1584885142010	لنګون	lungóon	childbirth, parturition, delivery	4	n. m.																													2
1527813878	لرې والی	lure wáalay	being distant (used for homesickness)	4	n. m.																													2
1527813876	لری	lúray	defeat	3	n. m.																													2
1527820686	لطف	lUtf	grace, favour, kindness	3	n. m.																													2
1527820589	لوېشتنک	lweshtinák, lweshtánk	dwarf, midget, pigmy	4	n. m. anim. unisex																													2
1527820588	لوېشتکی	lweshtúkay, lweshtukáy	dwarf, midget, pigmy	4	n. m. anim. unisex																													2
1527821533	لوست	lwust	learning, studies, writing	4	n. m.																													2
1600076179350	لوست	lwust	lesson	4	n. m.																													2
1527820807	معبد	ma'bád	temple, place of worship	3	n. m.									معابد	ma'aabíd																			2
1527814294	معدن	ma'dán	ore, deposit, mineral	3	n. m.									معادن	ma'aadín																			2
1527817887	معفیت	ma'fiyát	pleasure ??	3	n. m.																													2
1527819407	معصیت	ma'siyát	sin, fault, transgression (religious)	3	n. m.																													2
1631017842781	معین	ma'yán, ma'yín	rhombus	2	n. m.																													2
1527815526	مابین	maabayn, maabéen	middle, midst, between; interval	4	n. m.																													2
1527817840	مادیت	maaddiyát, maadiyát	materiality, materialism	4	n. m.																													2
1527819119	ماغزي ګوزڼ	maaghzee goozúN	Cerebral palsy (CP)	2	n. m.																													2
1586551727279	ماهي نیوونکی	maahee neewóonkay	fisherman	3	n. m. anim. unisex																													2
1527817246	ماهی	maaháy	fish	4	n. m. anim.																													2
1595253009197	ماهیت	maahiyát	essence, substance, nature, characteristic	4	n. m.																													2
1527813821	ماحول	maahól, maahául	environment, surrounding, surroundings	4	n. m.																													3
1527816241	ماخذ	maakház	base, basis, source (of information)	3	n. m.																													2
1527822785	ماخوستن	maakhostán	night, late evening	3	n. m.																													2
1527822786	ماخستن	maakhUstán	night, late evening	4	n. m.																													
1527812152	مال حال	maal haal	goods, belongings	4	n. m.																													2
1527812149	مال وړونکی	maal wRóonkay	freight, cargo	3	n. m.																													2
1586447914370	مال و منال	maal-U-manáal	property, belongings, fortune	3	n. m.																													2
1527812146	مالچر	maalchár	pasture	3	n. m.																													2
1527817981	مالدار	maaldáar	rich, well-off, prosporous; cattle farmer, farmer	4	adj. / n. m. anim. unisex																													3
1527817961	مالګین توب	maalgeen tób	saltiness, salinity, attractiveness	4	n. m.																													2
1527812326	مالک	maalík	lord, master, owner, the Lord (God)	3	n. m. anim. unisex																													3
1527820677	مالکیت	maalikiyát	ownership	4	n. m.																													
1527821845	مالش	maalísh	friction, rubbing, massage, filling	3	n. m.																													2
1527821846	مالښ	maalíx	friction, rubbing, massage, filling	3	n. m.																													2
1527812878	ماما	maamáa	uncle (maternal), respectful form of address	4	n. m. anim.																													3
1527816403	ماماجي	maamaajée	diminutive form of uncle	4	n. m. anim.																													2
1527816063	ماموریت	maamooriyát	position, job, post, service, mission, assignment	4	n. m.																													2
1527816405	مامک	maamúk	diminutive form of uncle	4	n. m. anim. unisex																													2
1594813588409	مانع	maaní	obstacle, barrier	4	n. m.									موانع	mawaaní																			2
1527821597	ماڼو	maaNóo	sailor, myrtle	4	n. m. anim. unisex / n. m.																													2
1527821598	ماڼوتوب	maaNootób	sailing	3	n. m.																													2
1527812179	ماپښین	maapxéen	afternoon	3	n. m.																													2
1527815711	مار	maar	snake	4	n. m. anim.																													2
1527819917	مارباغ	maarbáagh	mosquito trap plant, venus fly trap??	3	n. m.																													2
1594813275177	مارچ	maarch	March (month)	4	n. m.																													2
1527815949	معارف	maaríf, ma'aaríf	education, public instruction, enlightenment	4	n. m.																													2
1527821591	مارکب	maarkáb	eel, moray eel	2	n. m.																													2
1527812880	مارکېټ	maarkéT	market	4	n. m.																													2
1527811967	معاش	maash, ma'aash	livelihood, means of living, wage, life	4	n. m.									معاشات	maashaat																			2
1527811588	ماشین	maashéen	machine	4	n. m.																													3
1527819920	ماشی	máashay, maasháy	mosquito, midge	4	n. m.																													3
